vigilance_policy,retrieval_floor_policy,epoch,contraction,rho_probe,within_probe,offclass_weight_mean,acc_epoch,sim_floor_active,floor_delta_ema,top1_top2_margin,top1_sim,top2_sim,vote_entropy,effective_support,max_vote_weight,n_surviving_votes,true_label,top1_label,top1_correct,vote_pred_label,vote_correct,is_blended,offclass_weight,true_margin,margin_bucket,arm,injection_rate,supersede_epoch,probe_index,top1_slot,failure_mode,contradictory_strict,contradictory_lenient,stale_strict,stale_lenient,n_contra_topk,n_stale_topk,contra_vote_weight,stale_vote_weight,served_outcome,abstain_reason
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.00440293550491333,0.6673038005828857,0.6629008650779724,0.6921788454055786,1.9980642795562744,0.5220003724098206,2,0,0,1,0,1,0,0.0,0.5367567539215088,2,clean,0.0,-1,0,0,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.013249516487121582,0.8781955242156982,0.8649460077285767,0.6844462156295776,1.9826735258102417,0.5658625364303589,2,0,0,1,0,1,0,0.0,0.7532428503036499,2,clean,0.0,-1,1,0,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.05329537391662598,0.7647343873977661,0.7114390134811401,0.9202229976654053,2.509850025177002,0.6889296174049377,8,0,0,1,0,1,0,0.0,0.669069766998291,2,clean,0.0,-1,2,28,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.0033568143844604492,0.8981385231018066,0.8947817087173462,0.6925840973854065,1.9988741874694824,0.5167778730392456,2,0,0,1,0,1,0,0.0,0.7440119385719299,2,clean,0.0,-1,3,0,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.040418922901153564,0.707013726234436,0.6665948033332825,1.780232310295105,5.931234359741211,0.3836651146411896,9,0,0,1,0,1,0,0.0,0.6180117130279541,2,clean,0.0,-1,4,1,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.07569658756256104,0.7127097845077515,0.6370131969451904,0.607287585735321,1.8354461193084717,0.7909104824066162,3,0,0,1,0,1,0,0.0,0.3884698748588562,2,clean,0.0,-1,5,9,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.107677161693573,0.7898891568183899,0.6822119951248169,1.0491313934326172,2.8551700115203857,0.7315910458564758,9,0,0,1,0,1,0,0.0,0.6876875758171082,2,clean,0.0,-1,6,19,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.011125922203063965,0.7458006739616394,0.7346747517585754,1.8039737939834595,6.073735237121582,0.2942952811717987,9,0,0,1,0,1,0,0.0,0.5983449220657349,2,clean,0.0,-1,7,11,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.013192892074584961,0.5580552816390991,0.5448623895645142,0.6845197081565857,1.9828193187713623,0.5655844211578369,2,0,0,1,0,1,0,0.0,0.3493756055831909,2,clean,0.0,-1,8,10,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.07558119297027588,0.79444420337677,0.7188630104064941,0.9196768999099731,2.5084798336029053,0.6993492245674133,6,0,0,1,0,1,0,0.0,0.6821513772010803,2,clean,0.0,-1,10,26,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.01192241907119751,0.8878563046455383,0.8759338855743408,0.6860901117324829,1.9859355688095093,0.5593314170837402,2,0,0,1,0,1,0,0.0,0.6696487069129944,2,clean,0.0,-1,11,29,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.03325176239013672,0.8003379702568054,0.7670862078666687,1.6132577657699585,5.01913595199585,0.38950544595718384,9,0,0,1,0,1,0,0.0,0.680311918258667,2,clean,0.0,-1,12,1,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.05804818868637085,0.7444828152656555,0.6864346265792847,1.4928125143051147,4.449592590332031,0.5251692533493042,9,0,0,1,0,1,0,0.0,0.6177811026573181,2,clean,0.0,-1,14,5,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.07894754409790039,0.7699598073959351,0.6910122632980347,0.7382908463478088,2.0923562049865723,0.7721617817878723,5,0,0,1,0,1,0,0.0,0.5619463324546814,2,clean,0.0,-1,15,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.01954209804534912,0.6250524520874023,0.6055103540420532,1.455953598022461,4.288571357727051,0.3591609597206116,5,0,0,1,0,1,0,0.0,0.21079126000404358,2,clean,0.0,-1,17,21,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.05638843774795532,0.6520357728004456,0.5956473350524902,1.1938682794570923,3.299821138381958,0.5364670753479004,4,0,0,1,0,1,0,0.0,0.5344467163085938,2,clean,0.0,-1,19,28,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.044169604778289795,0.6399914622306824,0.5958218574523926,1.2344577312469482,3.4365146160125732,0.497618168592453,4,0,0,1,0,1,0,0.0,0.22024637460708618,2,clean,0.0,-1,21,24,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.13957887887954712,0.7616840600967407,0.6221051812171936,0.5699431896209717,1.7681666612625122,0.8746976256370544,7,0,0,1,0,1,0,0.0,0.3813832700252533,2,clean,0.0,-1,22,20,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.010198473930358887,0.629388689994812,0.6191902160644531,0.9031747579574585,2.467424154281616,0.5093796849250793,3,0,0,1,0,1,0,0.0,0.3287466764450073,2,clean,0.0,-1,23,9,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.06575781106948853,0.6944061517715454,0.6286483407020569,0.7015064358711243,2.0167884826660156,0.7447401285171509,3,0,0,1,0,1,0,0.0,0.33559277653694153,2,clean,0.0,-1,25,9,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.10995638370513916,0.7799555063247681,0.6699991226196289,1.354697585105896,3.8755886554718018,0.65956050157547,12,0,0,1,0,1,0,0.0,0.6959905028343201,2,clean,0.0,-1,26,28,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.05773210525512695,0.5264685750007629,0.468736469745636,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.4095371961593628,2,clean,0.0,-1,27,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.0011231303215026855,0.7462587952613831,0.7451356649398804,1.2352851629257202,3.439359188079834,0.38882333040237427,7,0,0,1,0,1,0,0.0,0.6319094896316528,2,clean,0.0,-1,30,7,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.033391594886779785,0.5236666202545166,0.4902750253677368,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.31619030237197876,2,clean,0.0,-1,31,9,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.12653106451034546,0.7051344513893127,0.5786033868789673,0.41860002279281616,1.5198323726654053,0.8898507356643677,3,0,0,1,0,1,0,0.0,0.5540444850921631,2,clean,0.0,-1,32,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.007398664951324463,0.5722625851631165,0.564863920211792,0.6904177069664001,1.9945484399795532,0.5369259119033813,2,0,0,1,0,1,0,0.0,0.4658834934234619,2,clean,0.0,-1,34,8,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.008630871772766113,0.5646482110023499,0.5560173392295837,0.6894364356994629,1.992592215538025,0.5430474281311035,2,0,0,1,0,1,0,0.0,0.36783093214035034,2,clean,0.0,-1,35,28,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.048943161964416504,0.6809874773025513,0.6320443153381348,0.7887242436408997,2.200587272644043,0.6796379685401917,3,0,0,1,0,1,0,0.0,0.5020935535430908,2,clean,0.0,-1,37,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.00030672550201416016,0.5623550415039062,0.5620483160018921,1.366750955581665,3.9225852489471436,0.3001456558704376,4,0,0,1,0,1,0,0.0,0.3717823624610901,2,clean,0.0,-1,38,23,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.022273600101470947,0.6254041194915771,0.6031305193901062,1.804670810699463,6.077970504760742,0.35908323526382446,8,0,0,1,0,1,0,0.0,0.4439489245414734,2,clean,0.0,-1,39,27,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.030912041664123535,0.7237839698791504,0.6928719282150269,1.1247621774673462,3.079484462738037,0.5518275499343872,5,0,0,1,0,1,0,0.0,0.6227501034736633,2,clean,0.0,-1,40,18,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.00548708438873291,0.7768598794937134,0.7713727951049805,0.691644012928009,1.9969959259033203,0.5274078249931335,2,0,0,1,0,1,0,0.0,0.4977460503578186,2,clean,0.0,-1,41,29,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.15647149085998535,0.5972162485122681,0.4407447576522827,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.21172940731048584,2,clean,0.0,-1,42,20,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.10960370302200317,0.7557039260864258,0.6461002230644226,0.6271259784698486,1.8722220659255981,0.8220204710960388,4,0,0,1,0,1,0,0.0,0.6672086119651794,2,clean,0.0,-1,43,28,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.00991964340209961,0.6320368051528931,0.6221171617507935,2.2012548446655273,9.036345481872559,0.20097988843917847,11,0,0,1,0,1,0,0.0,0.5172597169876099,2,clean,0.0,-1,45,11,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.02632075548171997,0.7311046719551086,0.7047839164733887,1.899596929550171,6.683199882507324,0.3350706100463867,13,0,0,1,0,1,0,0.0,0.5962474346160889,2,clean,0.0,-1,46,10,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.04235577583312988,0.7374502420425415,0.6950944662094116,1.5802394151687622,4.856118202209473,0.5106592774391174,12,0,0,1,0,1,0,0.0,0.6362168788909912,2,clean,0.0,-1,47,31,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.03252542018890381,0.7903114557266235,0.7577860355377197,0.6429241299629211,1.9020345211029053,0.6571248769760132,2,0,0,1,0,1,0,0.0,0.6733442544937134,2,clean,0.0,-1,48,0,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.03224289417266846,0.8913566470146179,0.8591137528419495,0.6437492370605469,1.9036046266555786,0.6558510661125183,2,0,0,1,0,1,0,0.0,0.8123933672904968,2,clean,0.0,-1,49,0,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.10824567079544067,0.7686048746109009,0.6603592038154602,0.45877280831336975,1.5821311473846436,0.8743054270744324,4,0,0,1,0,1,0,0.0,0.5101269483566284,2,clean,0.0,-1,50,9,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.08328622579574585,0.7591171860694885,0.6758309602737427,0.927383303642273,2.527885913848877,0.7191908359527588,6,0,0,1,0,1,0,0.0,0.6266903877258301,2,clean,0.0,-1,51,19,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.011299192905426025,0.5725026726722717,0.5612034797668457,1.3388432264328003,3.8146283626556396,0.35856547951698303,4,0,0,1,0,1,0,0.0,0.37108901143074036,2,clean,0.0,-1,52,12,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.08808565139770508,0.6898770928382874,0.6017914414405823,0.5481879711151123,1.7301151752471924,0.8252045512199402,3,0,0,1,0,1,0,0.0,0.5323950052261353,2,clean,0.0,-1,53,25,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.026202380657196045,0.5485594272613525,0.5223570466041565,0.6599624156951904,1.9347195625305176,0.6280938386917114,2,0,0,1,0,1,0,0.0,0.36199265718460083,2,clean,0.0,-1,54,21,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.010073661804199219,0.5580986738204956,0.5480250120162964,0.6880989074707031,1.9899288415908813,0.5501986145973206,2,0,0,1,0,1,0,0.0,0.40861976146698,2,clean,0.0,-1,55,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.004773378372192383,0.8007419109344482,0.7959685325622559,1.7693538665771484,5.867061138153076,0.3151092231273651,10,0,0,1,0,1,0,0.0,0.7081018686294556,2,clean,0.0,-1,56,11,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.023939967155456543,0.6122292280197144,0.5882892608642578,0.9889194965362549,2.6883280277252197,0.5244322419166565,3,0,0,1,0,1,0,0.0,0.20558947324752808,2,clean,0.0,-1,57,9,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.214612,0.672433,2.1e-05,0.992188,0.514806,0.664806,0.12404584884643555,0.5880173444747925,0.46397149562835693,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.27060437202453613,2,clean,0.0,-1,58,27,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
